district_name,state_name,year,season,crop,crop_area,crop_production,yield,crop_type,avg_temp,total_precip,avg_humidity,avg_windspeed,district_x,state_x,data_points,district_y,state_y,loamy_alfisols_level,ustalf/ustolls_level,loamy_alfisol_level,vertisols_level,vertic_soils_level,inceptisols_level,verrtisols_level,orthids_level,sandy_alfisol_level,sandy_alfisols_level,vertic_sols_level,udupts/udalfs_level,vrtic_soils_level,verti_sols_level,pssaments_level,vertic_osils_level,pssamnets_level,udolls/udalfs_level,innceptisols_level,crop_code,area_unit,production_unit,yield_unit
Tirunelveli,Tamil Nadu,2019,kharif,bajra,1.0,2.0,2.0,Cereals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103,Hectare,Tonnes,Tonnes/Hectare
Cachar,Assam,2016,rabi,moong(green gram),35.0,23.0,0.66,Pulses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,204,Hectare,Tonnes,Tonnes/Hectare
South Tripura,Tripura,2016,zaid,rice,15654.0,51990.0,3.32,Cereals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101,Hectare,Tonnes,Tonnes/Hectare
Hooghly,West Bengal,2017,rabi,wheat,463.0,1119.0,2.42,Cereals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106,Hectare,Tonnes,Tonnes/Hectare
Azamgarh,Uttar Pradesh,2017,rabi,tobacco,103.0,479.0,4.65,Drugs And Narcotics,21.078241,16.05,49.662582,1.5893956,Azamgarh,Uttar Pradesh,182.0,Azamgarh,Uttar Pradesh,,,,,,high_extreme,,,,,,,,,,,,,,1302,Hectare,Tonnes,Tonnes/Hectare
Mau,Uttar Pradesh,2019,zaid,maize,177.0,437.0,2.47,Cereals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104,Hectare,Tonnes,Tonnes/Hectare
Seoni,Madhya Pradesh,2016,whole_year,sweet potato,39.0,728.0,18.67,Vegetable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,703,Hectare,Tonnes,Tonnes/Hectare
Nuapada,Odisha,2019,kharif,other kharif pulses,4300.0,1860.0,0.43,Pulses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,288,Hectare,Tonnes,Tonnes/Hectare
Rajnandgaon,Chhattisgarh,2018,rabi,peas & beans (pulses),804.0,306.0,0.38,Pulses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,213,Hectare,Tonnes,Tonnes/Hectare
Kokrajhar,Assam,2016,whole_year,dry chillies,614.0,522.0,0.85,Spices,,,,,,,,,,,,,,,,,,,,,,,,,,,,,502,Hectare,Tonnes,Tonnes/Hectare
Bhavnagar,Gujarat,2017,kharif,moong(green gram),4138.0,2350.0,0.57,Pulses,30.260468,833.64,61.521263,3.0620093,Bhavnagar,Gujarat,214.0,Bhavnagar,Gujarat,,,,,low,,,extreme,,,,,,,,,,,,204,Hectare,Tonnes,Tonnes/Hectare
Dibang Valley,Arunachal Pradesh,2017,whole_year,potato,167.0,943.0,5.65,Vegetable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,701,Hectare,Tonnes,Tonnes/Hectare
Phek,Nagaland,2017,rabi,sunflower,320.0,200.0,0.62,Oilseeds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1007,Hectare,Tonnes,Tonnes/Hectare
Tirunelveli,Tamil Nadu,2016,kharif,sunflower,116.0,99.0,0.85,Oilseeds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1007,Hectare,Tonnes,Tonnes/Hectare
Adilabad,Telangana,2016,rabi,maize,1239.0,8431.0,6.8,Cereals,22.3265,2.0,47.149834,1.6674167,Adilabad,Telangana,120.0,Adilabad,Telangana,,,,,moderate,,,,moderate,,,,,,,,,,,104,Hectare,Tonnes,Tonnes/Hectare
Latur,Maharashtra,2019,rabi,sunflower,605.0,431.0,0.71,Oilseeds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1007,Hectare,Tonnes,Tonnes/Hectare
Garhwa,Jharkhand,2018,kharif,groundnut,2607.0,2177.0,0.84,Oilseeds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1001,Hectare,Tonnes,Tonnes/Hectare
Dehradun,Uttarakhand,2016,kharif,other oilseeds,2.0,1.0,0.5,Oilseeds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1088,Hectare,Tonnes,Tonnes/Hectare
Sant Ravidas Nagar,Uttar Pradesh,2018,kharif,sweet potato,2.0,23.0,11.5,Vegetable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,703,Hectare,Tonnes,Tonnes/Hectare
Peren,Nagaland,2016,kharif,castor seed,40.0,30.0,0.75,Oilseeds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1002,Hectare,Tonnes,Tonnes/Hectare
Purnia,Bihar,2015,kharif,mesta,1852.0,27368.0,14.78,Fiber Crops,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1103,Hectare,Tonnes,Tonnes/Hectare
Kasaragod,Kerala,2015,whole_year,coconut,64335.0,6.19e+08,9621.51,Oilseeds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1006,Hectare,Tonnes,Tonnes/Hectare
Udhampur,Jammu And Kashmir,2015,rabi,potato,10.0,92.3,9.23,Vegetable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,701,Hectare,Tonnes,Tonnes/Hectare
Nalanda,Bihar,2016,rabi,potato,3966.0,114181.0,28.79,Vegetable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,701,Hectare,Tonnes,Tonnes/Hectare
Betul,Madhya Pradesh,2019,rabi,wheat,264808.0,693267.0,2.62,Cereals,20.726593,118.28,53.8289,1.764945,Betul,Madhya Pradesh,182.0,Betul,Madhya Pradesh,,,,,high_extreme,,very_low,,,,,,,,,,,,,106,Hectare,Tonnes,Tonnes/Hectare
Ghazipur,Uttar Pradesh,2015,rabi,rapeseed &mustard,655.0,263.0,0.4,Oilseeds,21.82423,82.57,45.883846,1.568022,Ghazipur,Uttar Pradesh,182.0,Ghazipur,Uttar Pradesh,,,,,,high_extreme,,,,,,,,,,,,,,1004,Hectare,Tonnes,Tonnes/Hectare
Hardoi,Uttar Pradesh,2018,rabi,gram,607.0,689.0,1.14,Pulses,20.01489,18.8,45.307636,1.6448901,Hardoi,Uttar Pradesh,182.0,Hardoi,Uttar Pradesh,,,,,,high_extreme,,,,,,,,,,,,,,201,Hectare,Tonnes,Tonnes/Hectare
Belagavi,Karnataka,2019,kharif,urad,8262.0,3909.0,0.47,Pulses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,203,Hectare,Tonnes,Tonnes/Hectare
Jhansi,Uttar Pradesh,2016,kharif,jowar,3263.0,3108.0,0.95,Cereals,30.93799,802.72,55.875328,2.1804206,Jhansi,Uttar Pradesh,214.0,Jhansi,Uttar Pradesh,,,,,,high_extreme,,,,,,,,,,,,,,102,Hectare,Tonnes,Tonnes/Hectare
Ganjam,Odisha,2018,rabi,sesamum,2.0,0.3,0.15,Oilseeds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1003,Hectare,Tonnes,Tonnes/Hectare
Beed,Maharashtra,2019,rabi,wheat,20590.0,26625.0,1.29,Cereals,23.38044,215.27,51.84912,1.9475275,Beed,Maharashtra,182.0,Beed,Maharashtra,,,,,high_extreme,,,,,,,,,,,,,,,106,Hectare,Tonnes,Tonnes/Hectare
Mayurbhanj,Odisha,2018,zaid,wheat,56.0,87.3,1.56,Cereals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106,Hectare,Tonnes,Tonnes/Hectare
Jalpaiguri,West Bengal,2015,rabi,horse-gram,60.0,77.0,1.28,Pulses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,206,Hectare,Tonnes,Tonnes/Hectare
Medchal Malkajgiri,Telangana,2017,kharif,maize,1072.0,3698.0,3.45,Cereals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104,Hectare,Tonnes,Tonnes/Hectare
Meerut,Uttar Pradesh,2018,rabi,barley,133.0,560.0,4.21,Cereals,18.745714,15.83,43.61467,1.8336264,Meerut,Uttar Pradesh,182.0,Meerut,Uttar Pradesh,,,,,,,,,,,,,,,,,,high_extreme,,107,Hectare,Tonnes,Tonnes/Hectare
Mainpuri,Uttar Pradesh,2016,kharif,sugarcane,463.0,24817.0,53.6,Sugar,31.477196,701.96,52.349533,2.0256543,Mainpuri,Uttar Pradesh,214.0,Mainpuri,Uttar Pradesh,,,,,,high_extreme,,,,,,,,,,,,,,401,Hectare,Tonnes,Tonnes/Hectare
Seoni,Madhya Pradesh,2016,rabi,masoor,20000.0,19000.0,0.95,Pulses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,205,Hectare,Tonnes,Tonnes/Hectare
Chikkaballapura,Karnataka,2017,kharif,potato,158.0,1523.0,9.64,Vegetable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,701,Hectare,Tonnes,Tonnes/Hectare
Yadadri,Telangana,2019,rabi,groundnut,47.0,111.0,2.36,Oilseeds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1001,Hectare,Tonnes,Tonnes/Hectare
Kamrup,Assam,2018,rabi,linseed,117.0,61.0,0.52,Oilseeds,18.471083,47.87,75.74242,1.5473334,Kamrup,Assam,120.0,Kamrup,Assam,,,,,,,,,,,,,,,,,,,,1005,Hectare,Tonnes,Tonnes/Hectare
Chittorgarh,Rajasthan,2015,kharif,moong(green gram),467.0,204.0,0.44,Pulses,29.265327,572.07,53.46509,2.8222897,Chittorgarh,Rajasthan,214.0,Chittorgarh,Rajasthan,,,,,high_extreme,,,,,,,,,,,,,,,204,Hectare,Tonnes,Tonnes/Hectare
Kalaburagi,Karnataka,2015,whole_year,garlic,47.0,63.0,1.34,Spices,,,,,,,,,,,,,,,,,,,,,,,,,,,,,508,Hectare,Tonnes,Tonnes/Hectare
Khordha,Odisha,2016,rabi,horse-gram,33.0,12.2,0.37,Pulses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,206,Hectare,Tonnes,Tonnes/Hectare
Dindori,Madhya Pradesh,2018,kharif,maize,15851.0,35847.0,2.26,Cereals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104,Hectare,Tonnes,Tonnes/Hectare
Raipur,Chhattisgarh,2015,whole_year,ginger,32.0,48.0,1.5,Spices,,,,,,,,,,,,,,,,,,,,,,,,,,,,,503,Hectare,Tonnes,Tonnes/Hectare
Visakhapatanam,Andhra Pradesh,2018,kharif,niger seed,23.0,7.0,0.3,Oilseeds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1010,Hectare,Tonnes,Tonnes/Hectare
Mathura,Uttar Pradesh,2015,rabi,barley,3864.0,10500.0,2.72,Cereals,17.527082,40.94,39.737667,1.41575,Mathura,Uttar Pradesh,120.0,Mathura,Uttar Pradesh,,,,,,high_extreme,,,,,,,,,,,,,,107,Hectare,Tonnes,Tonnes/Hectare
Ranchi,Jharkhand,2017,kharif,urad,10161.0,8637.0,0.85,Pulses,27.753458,1470.79,66.79332,2.0942523,Ranchi,Jharkhand,214.0,Ranchi,Jharkhand,,high_extreme,,,,,,,,,,,,,,,,,,203,Hectare,Tonnes,Tonnes/Hectare
Kodagu,Karnataka,2017,kharif,groundnut,56.0,62.0,1.11,Oilseeds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1001,Hectare,Tonnes,Tonnes/Hectare
Karimganj,Assam,2015,whole_year,sweet potato,109.0,498.0,4.57,Vegetable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,703,Hectare,Tonnes,Tonnes/Hectare
Jamtara,Jharkhand,2019,rabi,peas & beans (pulses),1824.0,2526.0,1.38,Pulses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,213,Hectare,Tonnes,Tonnes/Hectare
Indore,Madhya Pradesh,2018,whole_year,garlic,13095.0,170235.0,13.0,Spices,,,,,,,,,,,,,,,,,,,,,,,,,,,,,508,Hectare,Tonnes,Tonnes/Hectare
Jayashankar,Telangana,2018,rabi,jowar,2.0,3.0,1.5,Cereals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102,Hectare,Tonnes,Tonnes/Hectare
Poonch,Jammu And Kashmir,2019,rabi,wheat,16697.0,37186.0,2.23,Cereals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106,Hectare,Tonnes,Tonnes/Hectare
Dakshina Kannada,Karnataka,2016,rabi,moong(green gram),167.0,15.0,0.09,Pulses,26.857323,109.74,68.18629,1.6081967,Dakshina Kannada,Karnataka,183.0,Dakshina Kannada,Karnataka,,,,,,,,low,,,,extreme,,,,,,,,204,Hectare,Tonnes,Tonnes/Hectare
Hardoi,Uttar Pradesh,2015,kharif,urad,22746.0,11418.0,0.5,Pulses,30.97243,662.69,49.78715,2.0661216,Hardoi,Uttar Pradesh,214.0,Hardoi,Uttar Pradesh,,,,,,high_extreme,,,,,,,,,,,,,,203,Hectare,Tonnes,Tonnes/Hectare
South Tripura,Tripura,2019,rabi,other  rabi pulses,136.0,124.0,0.91,Pulses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,288,Hectare,Tonnes,Tonnes/Hectare
Darrang,Assam,2016,rabi,arecanut,1533.0,561.0,0.37,Spices,,,,,,,,,,,,,,,,,,,,,,,,,,,,,507,Hectare,Tonnes,Tonnes/Hectare
Purbi Champaran,Bihar,2019,whole_year,garlic,3.0,5.0,1.67,Spices,,,,,,,,,,,,,,,,,,,,,,,,,,,,,508,Hectare,Tonnes,Tonnes/Hectare
Banda,Uttar Pradesh,2015,kharif,jowar,22999.0,7981.0,0.35,Cereals,31.920748,551.65,48.951916,2.2776635,Banda,Uttar Pradesh,214.0,Banda,Uttar Pradesh,,,,,,high_extreme,,,,,,,,,,,,,,102,Hectare,Tonnes,Tonnes/Hectare
Khagaria,Bihar,2015,kharif,maize,17242.0,10531.0,0.61,Cereals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104,Hectare,Tonnes,Tonnes/Hectare
Sonbhadra,Uttar Pradesh,2015,kharif,sannhamp,140.0,40.0,0.29,Fiber Crops,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1104,Hectare,Tonnes,Tonnes/Hectare
Rangareddi,Telangana,2018,kharif,banana,2.0,123.0,61.5,Fruits,,,,,,,,,,,,,,,,,,,,,,,,,,,,,606,Hectare,Tonnes,Tonnes/Hectare
Ariyalur,Tamil Nadu,2018,whole_year,coriander,13.0,5.0,0.38,Spices,,,,,,,,,,,,,,,,,,,,,,,,,,,,,509,Hectare,Tonnes,Tonnes/Hectare
Pashchim Champaran,Bihar,2015,rabi,linseed,1448.0,1245.0,0.86,Oilseeds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1005,Hectare,Tonnes,Tonnes/Hectare
Darjeeling,West Bengal,2018,rabi,wheat,500.0,928.0,1.86,Cereals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106,Hectare,Tonnes,Tonnes/Hectare
Rangareddi,Telangana,2019,rabi,bajra,14.0,17.0,1.21,Cereals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103,Hectare,Tonnes,Tonnes/Hectare
East Godavari,Andhra Pradesh,2019,kharif,turmeric,324.0,3888.0,12.0,Spices,29.245655,1065.21,75.95743,2.4149065,East Godavari,Andhra Pradesh,214.0,East Godavari,Andhra Pradesh,,,,,,,,extreme,low,,,,,,,,,,,504,Hectare,Tonnes,Tonnes/Hectare
Tapi,Gujarat,2017,rabi,gram,3527.0,3767.0,1.07,Pulses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,201,Hectare,Tonnes,Tonnes/Hectare
Kra Daadi,Arunachal Pradesh,2017,kharif,other kharif pulses,17.0,2.0,0.12,Pulses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,288,Hectare,Tonnes,Tonnes/Hectare
Balrampur,Chhattisgarh,2015,kharif,soyabean,100.0,37.0,0.37,Oilseeds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1009,Hectare,Tonnes,Tonnes/Hectare
Siddharth Nagar,Uttar Pradesh,2015,rabi,masoor,3873.0,2750.0,0.71,Pulses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,205,Hectare,Tonnes,Tonnes/Hectare
Banda,Uttar Pradesh,2015,rabi,linseed,1012.0,125.0,0.12,Oilseeds,21.808407,145.98,43.429287,1.4486264,Banda,Uttar Pradesh,182.0,Banda,Uttar Pradesh,,,,,,high_extreme,,,,,,,,,,,,,,1005,Hectare,Tonnes,Tonnes/Hectare
Pithoragarh,Uttarakhand,2016,rabi,gram,43.0,31.0,0.72,Pulses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,201,Hectare,Tonnes,Tonnes/Hectare
Sitapur,Uttar Pradesh,2016,rabi,wheat,212207.0,715562.0,3.37,Cereals,21.02082,56.97,38.468964,1.5621312,Sitapur,Uttar Pradesh,183.0,Sitapur,Uttar Pradesh,,,,,,high_extreme,,,,,,,,,,,,,,106,Hectare,Tonnes,Tonnes/Hectare
Davangere,Karnataka,2016,kharif,horse-gram,321.0,1687.0,5.26,Pulses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,206,Hectare,Tonnes,Tonnes/Hectare
Srinagar,Jammu And Kashmir,2018,kharif,rice,2903.0,7387.33,2.54,Cereals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101,Hectare,Tonnes,Tonnes/Hectare
Panna,Madhya Pradesh,2015,whole_year,sesamum,29000.0,11000.0,0.38,Oilseeds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1003,Hectare,Tonnes,Tonnes/Hectare
Bijnor,Uttar Pradesh,2017,rabi,gram,13.0,16.0,1.23,Pulses,19.042253,65.54,42.455276,1.6058791,Bijnor,Uttar Pradesh,182.0,Bijnor,Uttar Pradesh,,,,,,high_extreme,,,,,,,,,,,,,,201,Hectare,Tonnes,Tonnes/Hectare
Sehore,Madhya Pradesh,2016,rabi,wheat,250000.0,847000.0,3.39,Cereals,19.78275,12.94,39.678665,1.61075,Sehore,Madhya Pradesh,120.0,Sehore,Madhya Pradesh,,,,moderate,extreme,,,,,,,,,,,,,,,106,Hectare,Tonnes,Tonnes/Hectare
Dang,Gujarat,2018,kharif,other kharif pulses,35.0,16.0,0.46,Pulses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,288,Hectare,Tonnes,Tonnes/Hectare
Muzaffarnagar,Uttar Pradesh,2019,kharif,sugarcane,177109.0,1.6075121e+07,90.76,Sugar,30.80472,597.11,50.83019,1.9813552,Muzaffarnagar,Uttar Pradesh,214.0,Muzaffarnagar,Uttar Pradesh,,,,,,high_extreme,,,,,,,,,,,,,,401,Hectare,Tonnes,Tonnes/Hectare
Warangal,Telangana,2019,kharif,urad,56.0,53.0,0.95,Pulses,29.786776,891.59,63.510094,2.7057943,Warangal,Telangana,214.0,Warangal,Telangana,,,,,low,,,low,moderate,,,,,,,,,,,203,Hectare,Tonnes,Tonnes/Hectare
Bongaigaon,Assam,2015,whole_year,turmeric,310.0,253.0,0.82,Spices,,,,,,,,,,,,,,,,,,,,,,,,,,,,,504,Hectare,Tonnes,Tonnes/Hectare
Gondia,Maharashtra,2018,kharif,moong(green gram),1.0,1.0,0.0,Pulses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,204,Hectare,Tonnes,Tonnes/Hectare
Burhanpur,Madhya Pradesh,2017,whole_year,onion,714.0,14280.0,20.0,Vegetable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,708,Hectare,Tonnes,Tonnes/Hectare
Mandya,Karnataka,2019,rabi,maize,392.0,1357.0,3.46,Cereals,24.415054,290.81,62.842636,1.9944506,Mandya,Karnataka,182.0,Mandya,Karnataka,,,,,,,,,high_extreme,,,,,,,,,,,104,Hectare,Tonnes,Tonnes/Hectare
Mahasamund,Chhattisgarh,2017,rabi,gram,151.0,154.0,1.02,Pulses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,201,Hectare,Tonnes,Tonnes/Hectare
East Godavari,Andhra Pradesh,2018,kharif,cowpea(lobia),8.0,1.0,0.12,Pulses,28.480608,977.37,77.34785,2.334159,East Godavari,Andhra Pradesh,214.0,East Godavari,Andhra Pradesh,,,,,,,,extreme,low,,,,,,,,,,,207,Hectare,Tonnes,Tonnes/Hectare
Dharwad,Karnataka,2016,whole_year,coconut,280.0,2.189e+06,7817.86,Oilseeds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1006,Hectare,Tonnes,Tonnes/Hectare
Parbhani,Maharashtra,2017,rabi,gram,107869.0,67192.0,0.62,Pulses,22.944834,0.61,37.80725,1.7771667,Parbhani,Maharashtra,120.0,Parbhani,Maharashtra,,,,low,extreme,,,,,,,,,,,,,,,201,Hectare,Tonnes,Tonnes/Hectare
Karbi Anglong,Assam,2018,whole_year,turmeric,1058.0,2227.0,2.1,Spices,,,,,,,,,,,,,,,,,,,,,,,,,,,,,504,Hectare,Tonnes,Tonnes/Hectare
Sahebganj,Jharkhand,2017,kharif,rice,44100.0,79490.0,1.8,Cereals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101,Hectare,Tonnes,Tonnes/Hectare
Bandipora,Jammu And Kashmir,2017,kharif,moong(green gram),74.0,26.6,0.36,Pulses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,204,Hectare,Tonnes,Tonnes/Hectare
Hanumangarh,Rajasthan,2017,kharif,sesamum,1057.0,285.0,0.27,Oilseeds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1003,Hectare,Tonnes,Tonnes/Hectare
Janjgir-Champa,Chhattisgarh,2018,rabi,urad,97.0,39.0,0.4,Pulses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,203,Hectare,Tonnes,Tonnes/Hectare
Narayanapet,Telangana,2019,rabi,sesamum,5.0,3.0,0.6,Oilseeds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1003,Hectare,Tonnes,Tonnes/Hectare
Peddapalli,Telangana,2018,rabi,moong(green gram),227.0,215.0,0.95,Pulses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,204,Hectare,Tonnes,Tonnes/Hectare
Ambala,Haryana,2016,kharif,rice,83000.0,319000.0,3.84,Cereals,29.760468,796.2,50.349766,1.891215,Ambala,Haryana,214.0,Ambala,Haryana,,,,,,high_extreme,,,,,,,,,,,,,,101,Hectare,Tonnes,Tonnes/Hectare
Tirunelveli,Tamil Nadu,2017,whole_year,banana,4338.0,87889.0,20.26,Fruits,,,,,,,,,,,,,,,,,,,,,,,,,,,,,606,Hectare,Tonnes,Tonnes/Hectare
Theni,Tamil Nadu,2017,rabi,jowar,5295.0,22848.0,4.32,Cereals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102,Hectare,Tonnes,Tonnes/Hectare
Dhamtari,Chhattisgarh,2016,rabi,masoor,643.0,251.0,0.39,Pulses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,205,Hectare,Tonnes,Tonnes/Hectare
Mewat,Haryana,2016,whole_year,coriander,21.0,40.0,1.9,Spices,,,,,,,,,,,,,,,,,,,,,,,,,,,,,509,Hectare,Tonnes,Tonnes/Hectare
Jhargram,West Bengal,2019,zaid,sesamum,6109.0,4710.0,0.77,Oilseeds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1003,Hectare,Tonnes,Tonnes/Hectare
Dakshina Kannada,Karnataka,2017,zaid,cowpea(lobia),156.0,47.0,0.3,Pulses,28.72542,523.86,69.72495,2.1456075,Dakshina Kannada,Karnataka,107.0,Dakshina Kannada,Karnataka,,,,,,,,low,,,,extreme,,,,,,,,207,Hectare,Tonnes,Tonnes/Hectare
Akola,Maharashtra,2019,kharif,moong(green gram),19284.0,7672.0,0.4,Pulses,29.234346,963.34,61.083317,3.0452805,Akola,Maharashtra,214.0,Akola,Maharashtra,,,,moderate,extreme,,,,,,,,,,,,,,,204,Hectare,Tonnes,Tonnes/Hectare
Gwalior,Madhya Pradesh,2016,rabi,wheat,146000.0,586000.0,4.01,Cereals,19.294,4.23,32.26433,1.4335834,Gwalior,Madhya Pradesh,120.0,Gwalior,Madhya Pradesh,,,,,high_extreme,,,,,,,,,,,,,,,106,Hectare,Tonnes,Tonnes/Hectare
Vizianagaram,Andhra Pradesh,2017,rabi,groundnut,1051.0,2179.0,2.07,Oilseeds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1001,Hectare,Tonnes,Tonnes/Hectare
Buxar,Bihar,2015,kharif,maize,1111.0,1514.0,1.36,Cereals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104,Hectare,Tonnes,Tonnes/Hectare
Tumakuru,Karnataka,2018,whole_year,sannhamp,10.0,2.0,0.2,Fiber Crops,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1104,Hectare,Tonnes,Tonnes/Hectare
Mandla,Madhya Pradesh,2019,rabi,masoor,23768.0,15449.0,0.65,Pulses,18.00825,47.49,56.80925,1.56825,Mandla,Madhya Pradesh,120.0,Mandla,Madhya Pradesh,,,,very_low,high_extreme,,,,,,,,,,,,,,,205,Hectare,Tonnes,Tonnes/Hectare
Amreli,Gujarat,2016,whole_year,sugarcane,7.0,503.0,71.86,Sugar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,401,Hectare,Tonnes,Tonnes/Hectare
Una,Himachal Pradesh,2015,kharif,moth,11.0,5.0,0.45,Pulses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,209,Hectare,Tonnes,Tonnes/Hectare
Mysuru,Karnataka,2019,kharif,bajra,15.0,16.0,1.07,Cereals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103,Hectare,Tonnes,Tonnes/Hectare
Nalgonda,Telangana,2019,rabi,bajra,7.0,9.0,1.29,Cereals,24.00625,44.32,65.75066,1.81075,Nalgonda,Telangana,120.0,Nalgonda,Telangana,,,,,,,,,high_extreme,,,,,,,,,,,103,Hectare,Tonnes,Tonnes/Hectare
Uttara Kannada,Karnataka,2016,zaid,urad,161.0,86.0,0.53,Pulses,28.596355,591.19,72.6672,2.1209345,Uttara Kannada,Karnataka,107.0,Uttara Kannada,Karnataka,,,,,moderate,,,low,,,,low,,,,,,,,203,Hectare,Tonnes,Tonnes/Hectare
Mahasamund,Chhattisgarh,2017,kharif,arhar/tur,513.0,137.0,0.27,Pulses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,202,Hectare,Tonnes,Tonnes/Hectare
Kalimpong,West Bengal,2019,kharif,maize,11413.0,26646.0,2.33,Cereals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104,Hectare,Tonnes,Tonnes/Hectare
Buxar,Bihar,2019,rabi,potato,1201.0,22137.0,18.43,Vegetable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,701,Hectare,Tonnes,Tonnes/Hectare
Thrissur,Kerala,2016,whole_year,coconut,80504.0,5e+08,6210.87,Oilseeds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1006,Hectare,Tonnes,Tonnes/Hectare
Jamnagar,Gujarat,2018,kharif,castor seed,5212.0,7112.0,1.36,Oilseeds,29.395468,314.26,68.59481,4.506215,Jamnagar,Gujarat,214.0,Jamnagar,Gujarat,,,,,moderate,,,moderate,,,,,,,,,,,,1002,Hectare,Tonnes,Tonnes/Hectare
Saraikela Kharsawan,Jharkhand,2017,kharif,jowar,591.0,473.0,0.8,Cereals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102,Hectare,Tonnes,Tonnes/Hectare
Barwani,Madhya Pradesh,2019,kharif,urad,2704.0,1454.0,0.54,Pulses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,203,Hectare,Tonnes,Tonnes/Hectare
Rampur,Uttar Pradesh,2016,rabi,rapeseed &mustard,4036.0,5557.0,1.38,Oilseeds,17.8795,14.29,35.179165,1.59925,Rampur,Uttar Pradesh,120.0,Rampur,Uttar Pradesh,,,,,,high_extreme,,,,,,,,,,,,,,1004,Hectare,Tonnes,Tonnes/Hectare
